,發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序,車種,天候,光線,道路類別,速限,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,X,Y
23467,109,6,6,15,38,2,05中正區,中正區南昌路1段與羅斯福路1段58巷口,0,0,1,1,B03,8,1,5,30,14,18,1,5,4,5,7,4,4,10,5,5,2,3,1,57.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,4.0,15.0,15,1.0,22.0,9.0,121.5173404,25.03112426
23468,109,6,6,15,38,2,05中正區,中正區南昌路1段與羅斯福路1段58巷口,0,0,1,2,H01,8,1,5,30,14,18,1,5,4,5,7,4,4,10,5,5,2,3,2,42.0,2.0,8.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,53.0,15,1.0,22.0,9.0,121.5173404,25.03112426
23515,109,6,7,3,10,2,05中正區,中正區和平西路1段與牯嶺街口對面,0,0,1,1,B01,7,3,5,50,4,2,1,5,4,5,7,1,1,1,4,5,2,16,1,44.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,9.0,1.0,44.0,44,1.0,22.0,9.0,121.5189345,25.02651287
23516,109,6,7,3,10,2,05中正區,中正區和平西路1段與牯嶺街口對面,0,0,1,2,C03,7,3,5,50,4,2,1,5,4,5,7,1,1,1,4,5,2,16,1,19.0,2.0,7.0,1.0,1.0,7.0,1.0,1.0,10.0,2.0,12.0,19.0,44,1.0,22.0,9.0,121.5189345,25.02651287
23539,109,6,7,10,20,2,05中正區,中正區汀州路2段177號,0,0,1,1,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,12,1,21.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,11.0,8.0,8,1.0,22.0,9.0,121.5213779,25.02428213
23540,109,6,7,10,20,2,05中正區,中正區汀州路2段177號,0,0,1,2,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,12,1,45.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,44.0,8,1.0,22.0,9.0,121.5213779,25.02428213
23560,109,6,7,12,13,2,05中正區,中正區中華路1段與武昌街1段口,0,0,1,1,C03,6,1,5,50,4,1,1,4,4,5,7,1,1,1,4,5,2,13,1,28.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,15.0,44.0,44,1.0,2.0,7.0,121.5091106,25.04430097
23561,109,6,7,12,13,2,05中正區,中正區中華路1段與武昌街1段口,0,0,1,2,C03,6,1,5,50,4,1,1,4,4,5,7,1,1,1,4,5,2,13,2,34.0,3.0,10.0,1.0,1.0,7.0,8.0,1.0,10.0,1.0,13.0,7.0,44,1.0,5.0,1.0,121.5091106,25.04430097
23568,109,6,7,12,55,2,05中正區,中正區重慶南路1段與愛國西路口,0,0,2,1,C03,6,1,5,50,4,1,1,4,4,5,7,1,1,9,4,5,2,17,1,20.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,14.0,8.0,8,1.0,22.0,9.0,121.5125023,25.0355705
23569,109,6,7,12,55,2,05中正區,中正區重慶南路1段與愛國西路口,0,0,2,2,C03,6,1,5,50,4,1,1,4,4,5,7,1,1,9,4,5,2,17,2,22.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,44.0,8,1.0,22.0,9.0,121.5125023,25.0355705
23588,109,6,7,14,36,2,05中正區,中正區信義路2段287號,0,0,1,1,,6,3,5,0,15,20,1,4,4,5,7,4,4,10,5,5,2,29,3,,,,,,,,,,,,61.0,61,1.0,,,121.5324964,25.03381871
23589,109,6,7,14,36,2,05中正區,中正區信義路2段287號,0,0,1,2,F01,6,3,5,0,15,20,1,4,4,5,7,4,4,10,5,5,2,29,1,18.0,2.0,9.0,4.0,5.0,7.0,9.0,8.0,20.0,9.0,16.0,44.0,61,1.0,22.0,9.0,121.5324964,25.03381871
23642,109,6,7,22,55,2,05中正區,中正區思源街1號前,0,0,1,1,B03,7,3,5,50,14,7,1,5,4,5,7,1,1,2,4,5,2,16,1,46.0,3.0,10.0,1.0,1.0,7.0,11.0,1.0,8.0,2.0,7.0,10.0,10,1.0,22.0,9.0,121.5302962,25.01356102
23643,109,6,7,22,55,2,05中正區,中正區思源街1號前,0,0,1,2,C03,7,3,5,50,14,7,1,5,4,5,7,1,1,2,4,5,2,16,2,34.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,10,1.0,22.0,9.0,121.5302962,25.01356102
23655,109,6,8,7,44,2,05中正區,中正區重慶南路1段129號,0,0,1,1,A02,8,1,8,50,15,22,1,5,4,5,7,4,4,10,3,5,1,9,1,37.0,3.0,10.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,15.0,43.0,43,1.0,22.0,9.0,121.5131711,25.04201181
23656,109,6,8,7,44,2,05中正區,中正區重慶南路1段129號,0,0,1,2,H02,8,1,8,50,15,22,1,5,4,5,7,4,4,10,3,5,1,9,2,68.0,2.0,5.0,4.0,5.0,7.0,21.0,8.0,20.0,10.0,15.0,67.0,43,1.0,22.0,9.0,121.5131711,25.04201181
23740,109,6,8,16,49,2,05中正區,中正區中山南路與青島西路口,0,0,2,1,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,5,2,5,2,12,2,42.0,2.0,9.0,1.0,1.0,7.0,1.0,1.0,10.0,1.0,12.0,19.0,19,1.0,22.0,9.0,121.5190258,25.04455374
23741,109,6,8,16,49,2,05中正區,中正區中山南路與青島西路口,0,0,2,2,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,5,2,5,2,12,1,27.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,44.0,19,1.0,22.0,9.0,121.5190258,25.04455374
23750,109,6,8,17,12,2,05中正區,中正區博愛路與愛國西路北口,0,0,1,1,B01,6,1,5,50,4,1,1,4,4,5,7,1,1,1,4,5,2,12,1,69.0,3.0,10.0,3.0,1.0,7.0,8.0,1.0,4.0,2.0,2.0,7.0,7,1.0,10.0,4.0,121.5108377,25.03586333
23751,109,6,8,17,12,2,05中正區,中正區博愛路與愛國西路北口,0,0,1,2,C03,6,1,5,50,4,1,1,4,4,5,7,1,1,1,4,5,2,12,2,29.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,7,1.0,22.0,1.0,121.5108377,25.03586333
23762,109,6,8,19,5,2,05中正區,中正區三元街與寧波西街口,0,0,1,1,C03,6,3,5,50,4,1,1,4,4,5,7,1,1,3,4,5,2,18,2,45.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,43.0,43,1.0,22.0,9.0,121.5114892,25.02799768
23763,109,6,8,19,5,2,05中正區,中正區三元街與寧波西街口,0,0,1,2,,6,3,5,50,4,1,1,4,4,5,7,1,1,3,4,5,2,18,3,,,,,,,,,,,,67.0,43,1.0,,,121.5114892,25.02799768
23768,109,6,8,21,30,2,05中正區,中正區仁愛路2段與金山南路1段口,0,0,1,1,B03,7,3,5,50,4,2,1,5,4,5,7,1,1,9,4,1,1,12,2,57.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,7.0,8.0,8,1.0,22.0,9.0,121.528219,25.03808549
23770,109,6,8,21,30,2,05中正區,中正區仁愛路2段與金山南路1段口,0,0,1,2,C03,7,3,5,50,4,2,1,5,4,5,7,1,1,9,4,1,1,12,1,24.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,13.0,8,1.0,22.0,9.0,121.528219,25.03808549
23795,109,6,9,8,25,2,05中正區,中正區莒光路與莒光路93巷口,0,0,2,1,G06,8,1,5,0,4,2,1,5,4,5,7,4,4,2,4,5,2,16,1,89.0,2.0,9.0,1.0,1.0,7.0,5.0,7.0,19.0,2.0,15.0,8.0,8,1.0,22.0,9.0,121.5049108,25.03122928
23798,109,6,9,8,25,2,05中正區,中正區莒光路與莒光路93巷口,0,0,2,2,C03,8,1,5,0,4,2,1,5,4,5,7,4,4,2,4,5,2,16,1,29.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,23.0,8,1.0,22.0,9.0,121.5049108,25.03122928
23810,109,6,9,9,51,2,05中正區,中正區公園路與貴陽街1段口,0,0,1,1,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,8,5,5,1,15,1,21.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,43.0,43,1.0,22.0,9.0,121.5152935,25.03854455
23811,109,6,9,9,51,2,05中正區,中正區公園路與貴陽街1段口,0,0,1,2,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,8,5,5,1,15,1,36.0,2.0,5.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,43.0,43,1.0,22.0,9.0,121.5152935,25.03854455
23836,109,6,9,13,39,2,05中正區,中正區中山南路與仁愛路1段口,0,0,1,1,C03,7,1,5,50,5,2,1,5,4,5,7,2,1,1,4,1,2,17,1,50.0,3.0,10.0,1.0,1.0,7.0,8.0,1.0,10.0,1.0,13.0,7.0,7,1.0,22.0,9.0,121.5179585,25.03932846
23837,109,6,9,13,39,2,05中正區,中正區中山南路與仁愛路1段口,0,0,1,2,C03,7,1,5,50,5,2,1,5,4,5,7,2,1,1,4,1,2,17,1,57.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,42.0,7,1.0,22.0,9.0,121.5179585,25.03932846
23850,109,6,9,14,43,2,05中正區,中正區忠孝東路2段與八德路1段口,0,0,1,1,B03,6,1,5,50,3,1,1,4,4,5,7,1,1,9,4,4,2,17,1,48.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,1.0,5.0,25.0,25,1.0,22.0,9.0,121.5291814,25.04341575
23851,109,6,9,14,43,2,05中正區,中正區忠孝東路2段與八德路1段口,0,0,1,2,C03,6,1,5,50,3,1,1,4,4,5,7,1,1,9,4,4,2,17,1,24.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,44.0,25,1.0,22.0,9.0,121.5291814,25.04341575
23852,109,6,9,14,54,2,05中正區,中正區中華路2段與愛國西路口,0,0,1,1,B12,6,1,5,50,5,1,1,4,4,5,7,1,1,3,4,5,2,17,1,37.0,4.0,11.0,3.0,4.0,7.0,6.0,7.0,19.0,11.0,15.0,9.0,9,2.0,22.0,9.0,121.5068647,25.03687921
23853,109,6,9,14,54,2,05中正區,中正區中華路2段與愛國西路口,0,0,1,2,C03,6,1,5,50,5,1,1,4,4,5,7,1,1,3,4,5,2,17,2,37.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,44.0,9,1.0,22.0,9.0,121.5068647,25.03687921
23858,109,6,9,16,30,2,05中正區,中正區羅斯福路1段與林森南路口,0,0,1,1,C03,8,1,5,30,5,1,1,5,4,5,7,2,1,10,4,4,2,12,1,56.0,2.0,1.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,8.0,8,1.0,22.0,9.0,121.5181732,25.03298297
23860,109,6,9,16,30,2,05中正區,中正區羅斯福路1段與林森南路口,0,0,1,2,B03,8,1,5,30,5,1,1,5,4,5,7,2,1,10,4,4,2,12,1,28.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,2.0,26.0,8,1.0,22.0,9.0,121.5181732,25.03298297
23870,109,6,9,17,12,2,05中正區,中正區愛國西路1號,0,0,1,1,B03,6,1,5,50,16,8,1,4,4,5,7,4,4,1,4,5,2,17,2,51.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,15.0,44.0,44,1.0,22.0,9.0,121.5145631,25.0352835
23871,109,6,9,17,12,2,05中正區,中正區愛國西路1號,0,0,1,2,C03,6,1,5,50,16,8,1,4,4,5,7,4,4,1,4,5,2,17,1,45.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,13.0,44,1.0,22.0,9.0,121.5145631,25.0352835
23872,109,6,9,17,12,2,05中正區,中正區愛國西路1號,0,0,1,3,B03,6,1,5,50,16,8,1,4,4,5,7,4,4,1,4,5,2,17,2,48.0,3.0,10.0,3.0,1.0,7.0,15.0,1.0,8.0,1.0,7.0,44.0,44,1.0,22.0,9.0,121.5145631,25.0352835
23967,109,6,10,11,20,2,05中正區,中正區金門街與晉江街口,0,0,1,1,C03,8,1,5,30,4,1,1,5,4,5,3,4,4,10,5,5,2,15,1,54.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,6.0,6,1.0,22.0,9.0,121.5245807,25.0229148
23968,109,6,10,11,20,2,05中正區,中正區金門街與晉江街口,0,0,1,2,E05,8,1,5,30,4,1,1,5,4,5,3,4,4,10,5,5,2,15,1,59.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,8.0,14.0,6,1.0,22.0,9.0,121.5245807,25.0229148
24040,109,6,10,19,17,2,05中正區,中正區中山南路與愛國西路口,0,0,2,1,C03,8,3,5,40,4,2,1,5,4,5,7,1,1,1,5,5,2,16,2,43.0,2.0,9.0,1.0,1.0,7.0,8.0,1.0,10.0,1.0,12.0,7.0,7,1.0,22.0,9.0,121.5162978,25.03499243
24041,109,6,10,19,17,2,05中正區,中正區中山南路與愛國西路口,0,0,2,2,C03,8,3,5,40,4,2,1,5,4,5,7,1,1,1,5,5,2,16,1,31.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,23.0,7,1.0,22.0,9.0,121.5162978,25.03499243
24046,109,6,10,19,40,2,05中正區,中正區開封街1段33號,0,0,1,1,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,10,4,5,1,14,1,24.0,2.0,9.0,1.0,1.0,7.0,2.0,1.0,10.0,1.0,13.0,12.0,12,1.0,22.0,9.0,121.5114963,25.04599198
24047,109,6,10,19,40,2,05中正區,中正區開封街1段33號,0,0,1,2,B03,8,3,5,50,14,9,1,5,4,5,7,4,4,10,4,5,1,14,1,44.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,1.0,5.0,44.0,12,1.0,22.0,9.0,121.5114963,25.04599198
24048,109,6,10,20,6,2,05中正區,中正區汀州路3段與羅斯福路3段316巷口,0,0,1,1,C03,8,3,5,50,3,1,1,5,4,5,7,1,1,5,4,5,2,17,1,31.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,10.0,1.0,13.0,9.0,9,1.0,22.0,9.0,121.5319498,25.0152719
24049,109,6,10,20,6,2,05中正區,中正區汀州路3段與羅斯福路3段316巷口,0,0,1,2,C03,8,3,5,50,3,1,1,5,4,5,7,1,1,5,4,5,2,17,1,22.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,44.0,9,1.0,22.0,9.0,121.5319498,25.0152719
24050,109,6,10,20,6,2,05中正區,中正區汀州路3段與羅斯福路3段316巷口,0,0,1,3,H02,8,3,5,50,3,1,1,5,4,5,7,1,1,5,4,5,2,17,2,20.0,4.0,11.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,9,1.0,22.0,9.0,121.5319498,25.0152719
24104,109,6,11,8,39,2,05中正區,中正區濟南路2段與泰安街口,0,0,1,1,B01,7,1,5,50,3,1,1,5,4,5,7,4,4,9,5,5,2,17,1,54.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,4.0,2.0,1.0,6.0,6,1.0,10.0,4.0,121.5283229,25.0410298
24105,109,6,11,8,39,2,05中正區,中正區濟南路2段與泰安街口,0,0,1,2,C03,7,1,5,50,3,1,1,5,4,5,7,4,4,9,5,5,2,17,2,40.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,23.0,6,1.0,22.0,7.0,121.5283229,25.0410298
24122,109,6,11,9,55,2,05中正區,中正區忠孝東路1段與杭州南路1段口,0,0,1,1,B01,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,9,2,68.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,4.0,2.0,1.0,15.0,15,1.0,22.0,9.0,121.5269048,25.0440094
24123,109,6,11,9,55,2,05中正區,中正區忠孝東路1段與杭州南路1段口,0,0,1,2,H01,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,9,2,52.0,2.0,9.0,4.0,5.0,8.0,18.0,8.0,20.0,10.0,16.0,67.0,15,1.0,22.0,9.0,121.5269048,25.0440094
24128,109,6,11,10,59,2,05中正區,中正區襄陽路與懷寧街口,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,16,1,35.0,2.0,8.0,1.0,1.0,7.0,6.0,1.0,10.0,1.0,14.0,26.0,26,1.0,22.0,9.0,121.5141663,25.04338002
24129,109,6,11,10,59,2,05中正區,中正區襄陽路與懷寧街口,0,0,1,2,B01,8,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,16,1,53.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,1.0,2.0,44.0,26,1.0,22.0,9.0,121.5141663,25.04338002
24130,109,6,11,10,59,2,05中正區,中正區襄陽路與懷寧街口,0,0,1,3,B01,8,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,16,1,35.0,3.0,10.0,1.0,1.0,7.0,13.0,1.0,4.0,1.0,4.0,38.0,26,1.0,22.0,9.0,121.5141663,25.04338002
24133,109,6,11,11,35,2,05中正區,中正區館前路與襄陽路口,0,0,1,1,C03,8,1,5,0,3,1,1,5,4,5,7,1,1,10,3,5,2,3,4,,4.0,11.0,3.0,4.0,7.0,15.0,7.0,19.0,11.0,15.0,43.0,43,2.0,22.0,9.0,121.5149657,25.04340834
24134,109,6,11,11,35,2,05中正區,中正區館前路與襄陽路口,0,0,1,2,H01,8,1,5,0,3,1,1,5,4,5,7,1,1,10,3,5,2,3,2,64.0,2.0,7.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,43,1.0,22.0,9.0,121.5149657,25.04340834
24150,109,6,11,14,20,2,05中正區,中正區中山北路1段與忠孝西路1段口,0,0,1,1,B03,7,1,5,50,5,1,1,5,4,5,7,1,1,1,4,1,2,17,1,52.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,1.0,2.0,9.0,9,1.0,22.0,9.0,121.5195374,25.04581472
24151,109,6,11,14,20,2,05中正區,中正區中山北路1段與忠孝西路1段口,0,0,1,2,C03,7,1,5,50,5,1,1,5,4,5,7,1,1,1,4,1,2,17,1,34.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,26.0,9,1.0,22.0,9.0,121.5195374,25.04581472
24193,109,6,11,19,0,2,05中正區,中正區汀州路2段與廈門街81巷口口,0,0,1,1,B01,8,3,5,50,5,2,1,5,4,5,7,4,4,10,5,5,2,9,1,51.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,4.0,2.0,4.0,23.0,23,1.0,22.0,9.0,121.5213304,25.02426988
24194,109,6,11,19,0,2,05中正區,中正區汀州路2段與廈門街81巷口口,0,0,1,2,H01,8,3,5,50,5,2,1,5,4,5,7,4,4,10,5,5,2,9,2,30.0,2.0,9.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,53.0,23,1.0,22.0,9.0,121.5213304,25.02426988
24201,109,6,11,20,12,2,05中正區,中正區中山南路與信義路1段口,0,0,1,1,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,1,12,1,21.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,14.0,8.0,8,1.0,22.0,9.0,121.5179794,25.03874336
24202,109,6,11,20,12,2,05中正區,中正區中山南路與信義路1段口,0,0,1,2,B01,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,1,12,1,49.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,1.0,5.0,44.0,8,1.0,22.0,9.0,121.5179794,25.03874336
24251,109,6,12,8,45,2,05中正區,中正區汀州路2段128號前,0,0,1,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,13,2,26.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,23.0,23,1.0,22.0,9.0,121.5203928,25.02468471
24252,109,6,12,8,45,2,05中正區,中正區汀州路2段128號前,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,13,1,24.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,44.0,23,1.0,22.0,9.0,121.5203928,25.02468471
24295,109,6,12,13,30,2,05中正區,中正區南昌路1段54巷與寧波西街75巷口口,0,0,2,1,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,1,20.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,6.0,6,1.0,22.0,9.0,121.5164408,25.0310765
24296,109,6,12,13,30,2,05中正區,中正區南昌路1段54巷與寧波西街75巷口口,0,0,2,2,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,1,56.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,6,1.0,22.0,9.0,121.5164408,25.0310765
24311,109,6,12,15,15,2,05中正區,中正區臨沂街與濟南路2段口,0,0,2,1,C03,8,1,5,50,4,1,1,5,4,5,7,4,4,10,4,5,2,17,1,46.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,6.0,6,1.0,22.0,9.0,121.5300973,25.04057373
24312,109,6,12,15,15,2,05中正區,中正區臨沂街與濟南路2段口,0,0,2,2,C03,8,1,5,50,4,1,1,5,4,5,7,4,4,10,4,5,2,17,1,58.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,6,1.0,22.0,9.0,121.5300973,25.04057373
24325,109,6,12,16,21,2,05中正區,中正區中山北路1段與市民大道1段口,0,0,1,1,B02,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,1,2,16,1,35.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,2.0,5.0,9.0,9,1.0,22.0,9.0,121.5207956,25.04790499
24326,109,6,12,16,21,2,05中正區,中正區中山北路1段與市民大道1段口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,1,2,16,2,19.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,9,1.0,22.0,9.0,121.5207956,25.04790499
24327,109,6,12,16,21,2,05中正區,中正區中山北路1段與市民大道1段口,0,0,1,3,H02,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,1,2,16,2,19.0,2.0,8.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,9,1.0,22.0,9.0,121.5207956,25.04790499
24328,109,6,12,16,32,2,05中正區,中正區汀州路3段281號,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,16,1,35.0,3.0,10.0,1.0,1.0,7.0,11.0,1.0,8.0,1.0,8.0,10.0,10,1.0,22.0,9.0,121.5354626,25.01229279
24329,109,6,12,16,32,2,05中正區,中正區汀州路3段281號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,16,1,18.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,23.0,10,1.0,22.0,9.0,121.5354626,25.01229279
24341,109,6,12,17,15,2,05中正區,中正區徐州路與中山南路口台大醫院停車場前,0,0,2,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,16,2,29.0,2.0,8.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,12.0,8.0,8,1.0,22.0,9.0,121.51897,25.0418084
24342,109,6,12,17,15,2,05中正區,中正區徐州路與中山南路口台大醫院停車場前,0,0,2,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,16,1,55.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,8,1.0,22.0,9.0,121.51897,25.0418084
24367,109,6,12,19,49,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,0,1,1,C03,8,4,5,50,4,2,1,5,4,5,7,1,1,10,3,5,2,12,1,19.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,43.0,43,1.0,22.0,9.0,121.5128071,25.03873402
24368,109,6,12,19,49,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,0,1,2,C03,8,4,5,50,4,2,1,5,4,5,7,1,1,10,3,5,2,12,2,44.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,43.0,43,1.0,22.0,9.0,121.5128071,25.03873402
24393,109,6,12,23,22,2,05中正區,中正區博愛路與開封街1段口,0,0,2,1,B12,7,3,5,50,4,2,1,5,4,5,7,2,1,10,4,5,2,3,1,18.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,8.0,15.0,15,1.0,22.0,9.0,121.5111963,25.0459728
24394,109,6,12,23,22,2,05中正區,中正區博愛路與開封街1段口,0,0,2,2,H01,7,3,5,50,4,2,1,5,4,5,7,2,1,10,4,5,2,3,2,27.0,2.0,9.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,15,1.0,22.0,9.0,121.5111963,25.0459728
24395,109,6,12,23,22,2,05中正區,中正區博愛路與開封街1段口,0,0,2,3,H01,7,3,5,50,4,2,1,5,4,5,7,2,1,10,4,5,2,3,2,24.0,2.0,9.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,15,1.0,22.0,9.0,121.5111963,25.0459728
24402,109,6,13,1,14,2,05中正區,中正區中華路1段與貴陽街1段口,0,0,1,1,,8,3,5,50,4,1,1,5,4,1,7,2,1,1,3,1,1,12,4,,4.0,11.0,3.0,4.0,7.0,21.0,7.0,19.0,11.0,15.0,43.0,43,2.0,22.0,9.0,121.5076148,25.03918664
24403,109,6,13,1,14,2,05中正區,中正區中華路1段與貴陽街1段口,0,0,1,2,C03,8,3,5,50,4,1,1,5,4,1,7,2,1,1,3,1,1,12,1,20.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,43.0,43,1.0,22.0,9.0,121.5076148,25.03918664
24412,109,6,13,8,37,2,05中正區,中正區羅斯福路3段與師大路口,0,0,2,1,C04,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,17,2,19.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,23.0,23,1.0,22.0,9.0,121.5275843,25.02113625
24413,109,6,13,8,37,2,05中正區,中正區羅斯福路3段與師大路口,0,0,2,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,17,2,28.0,2.0,9.0,1.0,1.0,7.0,14.0,1.0,10.0,1.0,14.0,44.0,23,1.0,22.0,9.0,121.5275843,25.02113625
24414,109,6,13,8,37,2,05中正區,中正區羅斯福路3段與師大路口,0,0,2,3,H02,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,17,2,36.0,4.0,11.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,23,1.0,22.0,9.0,121.5275843,25.02113625
